remoteId,published,modified,Nome,"Abstract (descrizione in breve)",Descrizione,Competenze,"Scheda della struttura","Orario per il pubblico",Immagine,"Tipologia della Struttura","Servizio di appartenenza","Incarico di appartenenza","Ufficio di appartenenza","Struttura di appartenenza","Area di appartenenza",Circoscrizione,"Telefono segreteria",Fax,"Indirizzo e-mail","Indirizzo e-mail secondario","Indirizzo e-mail certificata",Sede,Indirizzo,CAP,"Identificativo DB AS400 struttura (univoco)","Codice identificativo della struttura AS400","Codice del servizio (primo livello) AS400","Codice dell'incarico (secondo livello) AS400","Codice dell'ufficio (terzo livello) AS400","Codice della struttura (quarto livello) AS400","Codice altra struttura (quinto livello) AS400","Data inizio validità","Data fine validità",lat,lon,address
struttura730,2023-03-01T00:00:00+01:00,2023-04-08T20:05:14+02:00,"Squadra front-office, occupazione suolo pubblico, impianti pubblicitari",,"Riceve la cittadinanza che si presenta allo sportello, accettando eventuale documentazione e fornendo le informazioni richieste. Cura l'istruttoria delle autorizzazioni per l’occupazione del suolo pubblico e rilascia il nulla osta per le competizioni sportive su strada.",,,,,"Ulteriore struttura","CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE",,,Comando,,"Circoscrizione n. 12 - Centro storico - Piedicastello",,,poliziam.frontoffice@comune.trento.it,,polizia.locale@pec.comune.trento.it,"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI","VIA E. MACCANI, 148  ",38121,730,0,6,,,1,2,2023-03-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.091015,11.10881,"VIA E. MACCANI, 148   "
struttura731,2023-03-01T00:00:00+01:00,2023-04-08T20:05:14+02:00,"Squadra polizia giudiziaria",,,,,"Previo appuntamento",,"Altra struttura","CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE",,"Controllo del territorio",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",,,poliziam.sicurezzaurbana@comune.trento.it,,polizia.locale@pec.comune.trento.it,"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI","VIA E. MACCANI, 148  ",38121,731,0,6,,2,1,,2023-03-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.091015,11.10881,"VIA E. MACCANI, 148   "
struttura735,2023-03-01T00:00:00+01:00,2023-04-08T20:05:15+02:00,"Squadra commercio e pubblici esercizi",,,,,"Previo appuntamento",,"Altra struttura","CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE",,"Polizia commerciale, ambientale ed edilizia",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",,,poliziam.commercio@comune.trento.it,,polizia.locale@pec.comune.trento.it,"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI","VIA E. MACCANI, 148  ",38121,735,0,6,,4,1,,2023-03-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.091015,11.10881,"VIA E. MACCANI, 148   "
struttura738,2023-03-01T00:00:00+01:00,2023-04-08T20:05:16+02:00,"Squadra centrale operativa e logistica",,,,,"Previo appuntamento",,"Altra struttura","CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE",,"Pronto intervento e prossimità",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",,,centrale.operativa@comune.trento.it,,polizia.locale@pec.comune.trento.it,"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI","VIA E. MACCANI, 148  ",38121,738,0,6,,1,2,,2023-03-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.091015,11.10881,"VIA E. MACCANI, 148   "
struttura739,2023-03-01T00:00:00+01:00,2023-04-08T20:05:16+02:00,"Squadra agenti di prossimità e informatori",,,,,"Previo appuntamento",,"Altra struttura","CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE",,"Pronto intervento e prossimità",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",,,poliziam.informatori@comune.trento.it,,polizia.locale@pec.comune.trento.it,"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI","VIA E. MACCANI, 148  ",38121,739,0,6,,1,3,,2023-03-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.091015,11.10881,"VIA E. MACCANI, 148   "
struttura733,2023-03-01T00:00:00+01:00,2023-04-08T20:05:15+02:00,"Squadra procedure sanzionatorie, contenzioso, validazione",,,,,"Previo appuntamentoContatti:


Squadra rilascio permessi, varchi e ztl: 						
					                poliziam.varchiztl@comune.trento.it
    


Squadra sanzioni accessorie: 						
					                poliziam.sanzioniaccessorie@comune.trento.it
    


Squadra contenzioso: 						
					                poliziam.contenzioso@comune.trento.it
    


Squadra educazione stradale: 						
					                poliziam.educazionestradale@comune.trento.it
    



",,"Altra struttura","CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE",,"Procedure sanzionatorie, varchi e ZTL",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",,,,,polizia.locale@pec.comune.trento.it,"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI","VIA E. MACCANI, 148  ",38121,733,0,6,,3,1,,2023-03-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.091015,11.10881,"VIA E. MACCANI, 148   "
struttura732,2023-03-01T00:00:00+01:00,2023-04-08T20:05:14+02:00,"Squadra sicurezza urbana",,,,,"Previo appuntamento",,"Altra struttura","CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE",,"Controllo del territorio",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",,,poliziam.sicurezzaurbana@comune.trento.it,,polizia.locale@pec.comune.trento.it,"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI","VIA E. MACCANI, 148  ",38121,732,0,6,,2,2,,2023-03-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.091015,11.10881,"VIA E. MACCANI, 148   "
struttura728,2023-03-01T00:00:00+01:00,2023-04-08T20:05:13+02:00,Comando,,,,,"Previo appuntamento",,"Altra struttura","CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE",,,,,"Circoscrizione n. 12 - Centro storico - Piedicastello",,,poliziam.comando@comune.trento.it,,polizia.locale@pec.comune.trento.it,"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI","VIA E. MACCANI, 148  ",38121,728,0,6,,,1,,2023-03-01T00:00:00+01:00,2050-12-31T00:00:00+01:00,46.091015,11.10881,"VIA E. MACCANI, 148   "
struttura742,2023-04-28T00:00:00+02:00,2023-04-29T20:05:03+02:00,"Squadra operai cimitero",,,,,,,"Altra struttura","PROGETTO SERVIZI FUNERARI E TEMPIO CREMATORIO",,"Servizi funerari",,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara",,,servizi.funerari@comune.trento.it,,servizi.funerari@pec.comune.trento.it,"CIMITERO DI TRENTO E UFFICI COMUNALI (FUNERARIO)","VIA C. MADRUZZO, 6  ",38122,742,0,38,,1,1,,2023-04-28T00:00:00+02:00,2200-12-31T00:00:00+01:00,46.063456,11.118908,"VIA C. MADRUZZO, 6   "
struttura737,2023-03-01T00:00:00+01:00,2023-05-05T20:05:03+02:00,"Squadra pronto intervento, infortunistica e viabilità",,,,,"Previo appuntamento",,"Altra struttura","CORPO POLIZIA LOCALE DI TRENTO - MONTE BONDONE",,"Pronto intervento e prossimità",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",,,"poliziam.infortunisticastradale@comune.trento.it, poliziam.serviziesterni@comune.trento.it",,polizia.locale@pec.comune.trento.it,"UFFICI COMUNALI VIA MACCANI E PARCHEGGIO VIGILI","VIA E. MACCANI, 148  ",38121,737,0,6,,1,1,,2023-03-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.091015,11.10881,"VIA E. MACCANI, 148   "
struttura684,2021-10-28T00:00:00+02:00,2023-05-26T11:10:00+02:00,Gardolo,"Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili.","Informazioni sul Consiglio circoscrizionale e sulle attività nella Circoscrizione.Pagina Facebook https://www.facebook.com/CircoscrizioneGardolo  ",,,"Sportello anagrafico (tel: 0461/889800)Senza appuntamento il mercoledì 8.00 - 12.00 per:


rilascio certificazioni

autentiche

scelta medico


Su appuntamento da lunedì a venerdì 8.00 - 12.00 per:


Cie - Carta identità elettronica

rilascio certificazioni

autentiche

scelta medico


Prenota appuntamenti online webapps.comune.trento.it  Ricevimento segretaria 
Mazzon Sara
0461 889801 | sara.mazzon@comune.trento.itda lunedì a venerdì 9.00 - 12.00 su appuntamento per:


prenotazione, fatturazione e consegna chiavi delle sale circoscrizionali

istruttoria domande di concessione contributi e benefici economici

verifica documentazione contabile per istruttoria liquidazione contributi

gestione attività dirette della circoscrizione (siae/rifiuti/polizia amministrativa ecc.)

assistenza alle associazioni, utenti ed enti operanti entro il territorio circoscrizionale


",,Circoscrizione,"SERVIZI DEMOGRAFICI E DECENTRAMENTO",,"Stato civile, anagrafe ed elettorale",,,"Circoscrizione n. 01 - Gardolo",0461-889800,0461-889811,circoscrizione.gardolo@comune.trento.it,,,"CENTRO CIVICO SOCIO-CULTUR.""CASA PEDROLLI"" GARDOLO","PIAZZALE L. GROFF, 2  ",38121,684,0,11,,1,1,,2021-10-28T00:00:00+02:00,2200-12-31T00:00:00+01:00,46.107853,11.112259,"PIAZZALE L. GROFF, 2   "
struttura659,2021-10-28T00:00:00+02:00,2023-06-06T12:29:59+02:00,"Stato civile","Informazioni inerenti indirizzo, telefoni, orario per il pubblico, indirizzo e-mail, personale, competenze e altre informazioni utili",,,,"


lunedì, martedì, mercoledì e venerdì 8.00/12.00

giovedì 8.00/12.00 - 13.00/16.00


Per eventuali chiusure o aperture straordinarie vedi Avvisi e news",,"Altra struttura","SERVIZI DEMOGRAFICI E DECENTRAMENTO",,"Stato civile, anagrafe ed elettorale",,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara","0461-884295 0461-884296",0461-884452,ufficio.statocivile@comune.trento.it,,,"UFFICI COMUNALI EDIFICIO ""ANNONA CIVICA"" P. FIERA","PIAZZA DI FIERA, 17  ",38122,659,0,11,,1,13,,2021-10-28T00:00:00+02:00,2200-12-31T00:00:00+01:00,46.064971,11.123015,"PIAZZA DI FIERA, 17   "
struttura658,2021-10-28T00:00:00+02:00,2023-06-06T12:31:20+02:00,Anagrafe,"Informazioni inerenti indirizzo, telefoni, orario per il pubblico, indirizzo e-mail, personale, competenze dell'ufficio Anagrafe",,,,"


lunedì, martedì, mercoledì e venerdì 8.00/12.00

giovedì 8.00/12.00 - 13.00/16.00


Per eventuali chiusure o aperture straordinarie vedi Avvisi e news",,"Altra struttura","SERVIZI DEMOGRAFICI E DECENTRAMENTO",,"Stato civile, anagrafe ed elettorale",,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara","0461-884291 0461-884292",0461-884096,ufficio.anagrafe@comune.trento.it,,,"UFFICI COMUNALI EDIFICIO ""ANNONA CIVICA"" P. FIERA","PIAZZA DI FIERA, 17  ",38122,658,0,11,,1,15,,2021-10-28T00:00:00+02:00,2200-12-31T00:00:00+01:00,46.064971,11.123015,"PIAZZA DI FIERA, 17   "
struttura656,2021-10-28T00:00:00+02:00,2023-06-06T12:32:48+02:00,Decentramento,"Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili",,,,"Previo appuntamento 


lunedì, martedì, mercoledì e venerdì dalle 8.00 alle 12.00

giovedì dalle 8.00/12.00 - 13.00/16.00 


",,"Altra struttura","SERVIZI DEMOGRAFICI E DECENTRAMENTO",,"Coesione territoriale e decentramento",,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara","0461-884239 0461-884083",0461-884242,ufficio.decentramento@comune.trento.it,,,"UFFICI COMUNALI EDIFICIO ""ANNONA CIVICA"" P. FIERA","PIAZZA DI FIERA, 17  ",38122,656,0,11,,4,1,,2021-10-28T00:00:00+02:00,2200-12-31T00:00:00+01:00,46.064971,11.123015,"PIAZZA DI FIERA, 17   "
struttura679,2021-10-28T00:00:00+02:00,2023-07-11T13:28:13+02:00,Argentario,"Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili.","Informazioni sul Consiglio circoscrizionale e sulle attività nella Circoscrizione. Pagina Facebook https://www.facebook.com/CircoscrizioneArgentario  ",,,"Sportello anagrafico (tel: 0461/884060 - 0461/884291)Senza appuntamento il martedì 8.00 - 12.00 per:


rilascio certificazioni

autentiche

scelta medico


Su appuntamento da lunedì a venerdì 8.00 - 12.00 per:


Cie - Carta identità elettronica


Prenota appuntamenti online webapps.comune.trento.it  Ricevimento segretaria 
Casagranda Loretta
0461 889793 | loretta.casagranda@comune.trento.itda lunedì a venerdì 9.00 - 12.00 su appuntamento per:


prenotazione, fatturazione e consegna chiavi delle sale circoscrizionali

istruttoria domande di concessione contributi e benefici economici

verifica documentazione contabile per istruttoria liquidazione contributi

gestione attività dirette della circoscrizione (siae/rifiuti/polizia amministrativa ecc.)

assistenza alle associazioni, utenti ed enti operanti entro il territorio circoscrizionale


",,Circoscrizione,"SERVIZI DEMOGRAFICI E DECENTRAMENTO",,"Stato civile, anagrafe ed elettorale",,,"Circoscrizione n. 06 - Argentario",0461-889790,0461-889791,circoscrizione.argentario@comune.trento.it,,,"CENTRO CIVICO ""MARNIGHE"" A COGNOLA","VIA CARLO E VALERIA JULG, 13  ",38121,679,0,11,,1,6,,2021-10-28T00:00:00+02:00,2200-12-31T00:00:00+01:00,46.07694,11.141592,"VIA CARLO E VALERIA JULG, 13   "
struttura682,2021-11-01T00:00:00+01:00,2023-08-02T10:06:15+02:00,Bondone,"Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili.","Informazioni sul Consiglio circoscrizionale e sulle attività nella Circoscrizione. ",,,"Sportello anagrafico Lo sportello per le pratiche anagrafiche è operativo presso la sede di Piazza di Fiera e le Circoscrizioni di Argentario, Oltrefersina e Gardolo.Vedi Contatti, appuntamenti e serviziNella Circoscrizione di Bondone si effettuano, previo appuntamento, le pratiche di seguito elencate contattando la  segretaria Coser Alessandra
al numero 0461 889892 | alessandra.coser@comune.trento.itlunedì e mercoledì 9.00 - 12.00 su appuntamento per:


prenotazione, fatturazione e consegna chiavi delle sale circoscrizionali

istruttoria domande di concessione contributi e benefici economici

verifica documentazione contabile per istruttoria liquidazione contributi

gestione attività dirette della circoscrizione (Siae/rifiuti/polizia amministrativa ecc.)

assistenza alle associazioni, utenti ed enti operanti entro il territorio circoscrizionale


",,Circoscrizione,"SERVIZI DEMOGRAFICI E DECENTRAMENTO",,"Stato civile, anagrafe ed elettorale",,,"Circoscrizione n. 03 - Bondone",0461-889892,0461-889891,circoscrizione.bondone@comune.trento.it,,,"CENTRO CIVICO SOPRAMONTE","VIA DI REVÒLTA, 4  ",38123,682,0,11,,1,3,,2021-11-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.071699,11.060041,"VIA DI REV&Ograve;LTA, 4   "
struttura681,2021-11-01T00:00:00+01:00,2023-08-02T10:08:30+02:00,Sardagna,"Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili.","Informazioni sul Consiglio circoscrizionale e sull'attività nella Circoscrizione.",,,"Sportello anagrafico Lo sportello per le pratiche anagrafiche è operativo presso la sede di Piazza di Fiera e le Circoscrizioni di Argentario, Oltrefersina e Gardolo. Vedi Contatti, appuntamenti e serviziNella Circoscrizione di Sardagna si effettuano, previo appuntamento, le pratiche di seguito elencate contattando la  segretaria Coser Alessandra
al numero 0461 889892 | alessandra.coser@comune.trento.itmartedì e giovedì 9.00 - 12.00 su appuntamento per:


prenotazione, fatturazione e consegna chiavi delle sale circoscrizionali

istruttoria domande di concessione contributi e benefici economici

verifica documentazione contabile per istruttoria liquidazione contributi

gestione attività dirette della circoscrizione (Siae/rifiuti/polizia amministrativa ecc.)

assistenza alle associazioni, utenti ed enti operanti entro il territorio circoscrizionale


",,Circoscrizione,"SERVIZI DEMOGRAFICI E DECENTRAMENTO",,"Stato civile, anagrafe ed elettorale",,,"Circoscrizione n. 04 - Sardagna",0461-889892,0461-889771,circoscrizione.sardagna@comune.trento.it,,,"CENTRO CIVICO DI SARDAGNA","VIA GEROLAMO BUCELLENI, 1  ",38123,681,0,11,,1,4,,2021-11-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.063313,11.097203,"VIA GEROLAMO BUCELLENI, 1   "
struttura673,2021-10-28T00:00:00+02:00,2023-08-02T10:22:08+02:00,"Centro storico Piedicastello","Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili.","Informazioni sul Consiglio circoscrizionale e sulle attività nella Circoscrizione.",,,"Sportello anagrafico Lo sportello per le pratiche anagrafiche è operativo presso la sede di Piazza di Fiera e le Circoscrizioni di Argentario, Oltrefersina e Gardolo.Vedi Contatti, appuntamenti e serviziNella Circoscrizione di Centro storico - Piedicastello si effettuano, previo appuntamento, le pratiche di seguito elencate contattando il segretario Baldo Renzo
al numero 0461 889932 | renzo.baldo@comune.trento.itmartedì e venerdì 8.00 - 12.00 su appuntamento per:


prenotazione, fatturazione e consegna chiavi delle sale circoscrizionali

istruttoria domande di concessione contributi e benefici economici

verifica documentazione contabile per istruttoria liquidazione contributi

gestione attività dirette della circoscrizione (Siae/rifiuti/polizia amministrativa ecc.)

assistenza alle associazioni, utenti ed enti operanti entro il territorio circoscrizionale


",,Circoscrizione,"SERVIZI DEMOGRAFICI E DECENTRAMENTO",,"Stato civile, anagrafe ed elettorale",,,"Circoscrizione n. 12 - Centro storico - Piedicastello",0461-889930,0461-889931,circoscrizione.centrostoricopiedicastello@comune.trento.it,,,"CENTRO CIVICO CORSO BUONARROTI","C.SO M. BUONARROTI, 45  ",38122,673,0,11,,1,12,,2021-10-28T00:00:00+02:00,2200-12-31T00:00:00+01:00,46.073981,11.118936,"C.SO M. BUONARROTI, 45   "
struttura680,2021-10-28T00:00:00+02:00,2023-08-02T10:10:22+02:00,"Ravina Romagnano","Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili.","Informazioni sul Consiglio circoscrizionale e sulle attività nella Circoscrizione.",,,"Sportello anagrafico Lo sportello per le pratiche anagrafiche è operativo presso la sede di Piazza di Fiera e le Circoscrizioni di Argentario, Oltrefersina e Gardolo. Vedi Contatti, appuntamenti e serviziNella Circoscrizione di Ravina - Romagnano si effettuano, previo appuntamento, le pratiche di seguito elencate contattando la  segretaria Ferrari Serena
al numero 0461 889783 | serena.ferrari@comune.trento.itda lunedì a venerdì 9.00 - 12.00 su appuntamento per:


prenotazione, fatturazione e consegna chiavi delle sale circoscrizionali

istruttoria domande di concessione contributi e benefici economici

verifica documentazione contabile per istruttoria liquidazione contributi

gestione attività dirette della circoscrizione (Siae/rifiuti/polizia amministrativa ecc.)

assistenza alle associazioni, utenti ed enti operanti entro il territorio circoscrizionale


",,Circoscrizione,"SERVIZI DEMOGRAFICI E DECENTRAMENTO",,"Stato civile, anagrafe ed elettorale",,,"Circoscrizione n. 05 - Ravina - Romagnano",0461-889780,0461-889781,circoscrizione.ravina@comune.trento.it,,,"CENTRO CIVICO RAVINA","VIA VAL GOLA, 2  ",38123,680,0,11,,1,5,,2021-10-28T00:00:00+02:00,2200-12-31T00:00:00+01:00,46.037829,11.106558,"VIA VAL GOLA, 2   "
struttura657,2021-10-28T00:00:00+02:00,2023-10-20T11:07:18+02:00,Elettorale,"Informazioni inerenti indirizzo, telefoni, orario per il pubblico, indirizzo e-mail, personale, competenze e altre informazioni utili",,,,"


lunedì, martedì, mercoledì e venerdì 8.00/12.00

giovedì 8.00/12.00 - 13.00/16.00


Per eventuali chiusure temporanee o aperture straordinarie vedi Avvisi e news",,"Altra struttura","SERVIZI DEMOGRAFICI E DECENTRAMENTO",,"Stato civile, anagrafe ed elettorale",,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara","0461-884299 0461-884298",0461-884017,ufficio.elettorale@comune.trento.it,,,"UFFICI COMUNALI EDIFICIO ""ANNONA CIVICA"" P. FIERA","PIAZZA DI FIERA, 17  ",38122,657,0,11,,1,16,,2021-10-28T00:00:00+02:00,2200-12-31T00:00:00+01:00,46.064971,11.123015,"PIAZZA DI FIERA, 17   "
struttura677,2021-10-28T00:00:00+02:00,2023-11-02T11:07:46+01:00,Mattarello,"Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili.","Informazioni sul Consiglio circoscrizionale e sull'attività nella Circoscrizione.",,,"Sportello anagrafico Lo sportello per le pratiche anagrafiche è operativo presso la sede di Piazza di Fiera e le Circoscrizioni di Argentario, Oltrefersina e Gardolo. Vedi Contatti, appuntamenti e serviziNella Circoscrizione di Mattarello si effettuano, previo appuntamento, le pratiche di seguito elencate contattando il segretario Riga Ivanal numero 0461 889860 - 0461 884097 | mobile +39 3290175964 | ivan.riga@comune.trento.itda lunedì a venerdì 9.00 - 12.00 su appuntamento per:


prenotazione, fatturazione e consegna chiavi delle sale circoscrizionali

istruttoria domande di concessione contributi e benefici economici

verifica documentazione contabile per istruttoria liquidazione contributi

gestione attività dirette della circoscrizione (Siae/rifiuti/polizia amministrativa ecc.)

assistenza alle associazioni, utenti ed enti operanti entro il territorio circoscrizionale


",,Circoscrizione,"SERVIZI DEMOGRAFICI E DECENTRAMENTO",,"Stato civile, anagrafe ed elettorale",,,"Circoscrizione n. 08 - Mattarello",0461-889860,0461-889861,circoscrizione.mattarello@comune.trento.it,,,"CENTRO CIVICO S. VIGILIO A MATTARELLO","VIA G. POLI, 4  ",38123,677,0,11,,1,8,,2021-10-28T00:00:00+02:00,2200-12-31T00:00:00+01:00,46.006129,11.128142,"VIA G. POLI, 4   "
struttura674,2021-10-28T00:00:00+02:00,2023-11-02T11:09:08+01:00,"S. Giuseppe S. Chiara","Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili.","Informazioni sul Consiglio circoscrizionale e sulle attività nella Circoscrizione.",,,"Sportello anagrafico Lo sportello per le pratiche anagrafiche è operativo presso la sede di Piazza di Fiera e le Circoscrizioni di Argentario, Oltrefersina e Gardolo. Vedi Contatti, appuntamenti e serviziNella Circoscrizione di S. Giuseppe S. Chiara si effettuano, previo appuntamento, le pratiche di seguito elencate contattando la  segretaria Cappelletti Lauraal numero 0461 884084 | +39 3389374268 | laura.cappelletti@comune.trento.itda lunedì a venerdì 9.00 - 12.00 su appuntamento per:


prenotazione, fatturazione e consegna chiavi delle sale circoscrizionali

istruttoria domande di concessione contributi e benefici economici

verifica documentazione contabile per istruttoria liquidazione contributi

gestione attività dirette della circoscrizione (Siae/rifiuti/polizia amministrativa ecc.)

assistenza alle associazioni, utenti ed enti operanti entro il territorio circoscrizionale


",,Circoscrizione,"SERVIZI DEMOGRAFICI E DECENTRAMENTO",,"Stato civile, anagrafe ed elettorale",,,"Circoscrizione n. 11 - S. Giuseppe S. Chiara",0461-889900,0461-889901,circoscrizione.sangiuseppe@comune.trento.it,,,"UFFICI CIRCOSCRIZIONE 11 (EX MATERNA ""COLLODI"")","VIA C. MARTINI, 4  ",38122,674,0,11,,1,11,,2021-10-28T00:00:00+02:00,2200-12-31T00:00:00+01:00,46.056474,11.11908,"VIA C. MARTINI, 4   "
struttura675,2021-10-28T00:00:00+02:00,2023-11-02T11:34:08+01:00,Oltrefersina,"Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili.","Informazioni sul Consiglio circoscrizionale e sulle attività nella Circoscrizione.",,,"Sportello anagrafico (tel: 0461/884060 - 0461/884291)Senza appuntamento il giovedì 8.00 - 12.00 per:


rilascio certificazioni

autentiche

scelta medico 


Su appuntamento da lunedì a venerdì 8.00 - 12.00 per:


Cie - Carta identità elettronica


Prenota appuntamenti online webapps.comune.trento.it  Ricevimento segretaria 
Perghem Martina
0461 889872 | mobile +39 3281508140 | martina.perghem@comune.trento.itda lunedì a giovedì 9.00 - 12.00 su appuntamento per:


prenotazione, fatturazione e consegna chiavi delle sale circoscrizionali

istruttoria domande di concessione contributi e benefici economici

verifica documentazione contabile per istruttoria liquidazione contributi

gestione attività dirette della circoscrizione (Siae/rifiuti/polizia amministrativa ecc.)

assistenza alle associazioni, utenti ed enti operanti entro il territorio circoscrizionale


",,Circoscrizione,"SERVIZI DEMOGRAFICI E DECENTRAMENTO",,"Stato civile, anagrafe ed elettorale",,,"Circoscrizione n. 10 - Oltrefersina",0461-889870,0461-889871,circoscrizione.oltrefersina@comune.trento.it,,,"CENTRO CIVICO OLTREFERSINA - CLARINA","VIA LA CLARINA, 2  1",38123,675,0,11,,1,10,,2021-10-28T00:00:00+02:00,2200-12-31T00:00:00+01:00,46.051936,11.128265,"VIA LA CLARINA, 2  1 "
struttura676,2021-11-01T00:00:00+01:00,2023-11-02T11:35:34+01:00,Villazzano,"Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili.","Informazioni sul Consiglio circoscrizionale e sulle attività nella Circoscrizione.Pagina Facebook https://www.facebook.com/CircoscrizioneVillazzano  ",,,"Sportello anagrafico Lo sportello per le pratiche anagrafiche è operativo presso la sede di Piazza di Fiera e le Circoscrizioni di Argentario, Oltrefersina e Gardolo. Vedi Contatti, appuntamenti e serviziNella Circoscrizione di Villazzano si effettuano, previo appuntamento, le pratiche di seguito elencate contattando la  segretaria Moser Anna
al numero 0461 889850 | mobile +39 3336191496 | anna.moser@comune.trento.itgiovedì 9.00 - 12.00 su appuntamento per:


prenotazione, fatturazione e consegna chiavi delle sale circoscrizionali

istruttoria domande di concessione contributi e benefici economici

verifica documentazione contabile per istruttoria liquidazione contributi

gestione attività dirette della circoscrizione (Siae/rifiuti/polizia amministrativa ecc.)

assistenza alle associazioni, utenti ed enti operanti entro il territorio circoscrizionale


",,Circoscrizione,"SERVIZI DEMOGRAFICI E DECENTRAMENTO",,"Stato civile, anagrafe ed elettorale",,,"Circoscrizione n. 09 - Villazzano",0461-889850,0461-889857,circoscrizione.villazzano@comune.trento.it,,,"VILLA DE MERSI A VILLAZZANO","VIA DELLA VILLA, 6  ",38123,676,0,11,,1,9,,2021-11-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.048661,11.145496,"VIA DELLA VILLA, 6   "
struttura683,2021-11-01T00:00:00+01:00,2023-12-07T12:02:19+01:00,Meano,"Informazioni di contatto, orario per il pubblico, competenze, personale assegnato e altre informazioni utili.","Informazioni sul Consiglio circoscrizionale e sull'attività nella Circoscrizione.Pagina Facebook https://www.facebook.com/CircoscrizioneMeano  ",,,"Sportello anagrafico Lo sportello per le pratiche anagrafiche è operativo presso la sede di Piazza di Fiera e le Circoscrizioni di Argentario, Oltrefersina e Gardolo. Vedi Contatti, appuntamenti e servizi
Nella Circoscrizione di Meano si effettuano, previo appuntamento, le pratiche di seguito elencate contattando la  segretaria Giselda Cirillo 
al numero 0461 884101 | giselda.cirillo@comune.trento.itdal lunedì al venerdì 8.00 - 12.00 su appuntamento


prenotazione, fatturazione e consegna chiavi delle sale circoscrizionali

istruttoria domande di concessione contributi e benefici economici

verifica documentazione contabile per istruttoria liquidazione contributi

gestione attività dirette della circoscrizione (Siae/rifiuti/polizia amministrativa ecc.)

assistenza alle associazioni, utenti ed enti operanti entro il territorio circoscrizionale


",,Circoscrizione,"SERVIZI DEMOGRAFICI E DECENTRAMENTO",,"Stato civile, anagrafe ed elettorale",,,"Circoscrizione n. 02 - Meano",0461-889760,0461-889761,circoscrizione.meano@comune.trento.it,,,"CENTRO CIVICO MASERA A MEANO (ITEA)","VIA DELLE SUGARINE, 28  ",38121,683,0,11,,1,2,,2021-11-01T00:00:00+01:00,2200-12-31T00:00:00+01:00,46.126433,11.116412,"VIA DELLE SUGARINE, 28   "
